wagnum,ts_id,target
2210,3,57767.152
2213,1,29103.227
2214,2,33262.32
2214,4,18194.8
2216,4,43825.633
2218,3,50907.02
2219,4,12645.428
2228,6,31403.379
2229,5,35959.8
2231,3,36741.97
2234,3,47060.74
2236,3,78562.45
2238,6,72378.0
2241,3,65777.86
2242,7,35859.105
2246,2,99536.26
2251,4,81082.266
2253,6,17650.13
2254,3,56148.004
2259,7,9602.624
2261,6,13190.681
2262,4,16961.916
2262,5,68534.16
2269,7,28635.46
2270,6,14242.892
2271,5,52135.52
2279,4,39537.31
2281,10,9904.852
2294,3,65647.695
2295,4,36378.68
2312,3,36746.656
2327,3,69091.875
2328,3,17496.87
2329,4,24775.77
2334,5,30631.186
2337,1,29020.373
2340,2,57469.17
2349,3,54335.36
2354,5,31166.316
2355,3,75986.625
2379,5,18944.844
2384,3,36726.195
2385,5,75072.94
2386,2,48272.367
2389,4,25577.668
2394,4,30921.508
2396,3,46898.28
2402,3,48608.273
2405,4,40069.59
2406,3,61338.01
2412,5,27696.727
2414,3,58696.617
2415,3,39352.47
2418,5,45535.53
2419,6,36508.28
2425,5,39094.3
2431,1,24220.465
2431,2,29504.375
2435,8,22780.84
2438,4,1363.7236
2441,3,76611.805
2444,1,47624.637
2449,4,29960.598
2454,2,17877.035
2455,2,13236.588
2456,2,49470.996
2458,7,58690.82
2460,1,18380.943
2462,2,46510.5
2465,4,46840.81
2466,1,22393.027
2467,3,32924.312
2473,3,74646.04
2474,4,50268.613
2480,5,76466.97
2489,2,37083.605
2491,2,57770.73
2493,6,38546.152
2495,3,71943.89
2495,4,16692.582
2497,4,66012.0
2505,2,23191.996
2507,3,64723.59
2513,1,14508.502
2513,2,28280.844
2515,5,50773.863
2516,3,11672.123
2517,3,40740.645
2524,2,73932.58
2527,2,91960.836
2531,2,59653.4
2535,2,47226.67
2539,2,21847.988
2542,3,20245.076
2545,3,67709.22
2553,4,72767.51
2563,2,53341.42
2568,2,32224.111
2576,3,59551.684
2583,2,26257.943
2584,4,40105.12
2587,3,86855.8
2588,2,42692.758
2596,3,14186.194
2596,5,15137.584
2598,2,12231.983
2599,2,13992.967
2601,5,65857.305
2609,1,42473.12
2610,1,13240.934
2611,2,11883.478
2614,2,43532.9
2614,4,23199.271
2614,6,17812.389
2618,3,35467.312
2623,5,53123.758
2639,2,73749.69
2641,2,34481.453
2648,4,26208.305
2659,3,20256.924
2660,1,28034.717
2668,4,37226.72
2669,3,82542.81
2670,5,27383.275
2671,5,16769.941
2685,2,50326.688
2686,2,24063.77
2686,3,78004.44
2689,3,22964.602
2692,2,56460.008
2694,3,88724.414
2695,2,81306.695
2695,3,20112.205
2700,2,59653.684
2702,3,48820.465
2704,2,37259.45
2704,4,48467.887
2710,3,16480.863
2711,5,67918.18
2713,2,65932.86
2715,4,54280.547
2718,3,14522.663
2719,4,48650.72
2722,3,47301.67
2725,3,33474.914
2727,2,27526.668
2727,4,33084.04
2729,3,38179.227
2730,3,17420.178
2732,4,42000.54
2733,2,27131.9
2738,1,22929.182
2745,3,17104.596
2745,7,16609.809
2746,4,30472.15
2760,4,20329.193
2767,2,58651.527
2770,2,40773.945
2773,4,27536.428
2775,3,58334.97
2777,4,23645.184
2782,3,72943.22
2786,5,32514.248
2789,3,36205.39
2793,3,34437.348
2798,5,56764.555
2800,6,19767.72
2802,1,39737.535
2805,2,7705.579
2807,3,15548.114
2808,2,22103.115
2810,2,56764.555
2811,4,18938.338
2818,3,19880.805
2819,2,30110.324
2820,2,43794.1
2821,3,49779.914
2825,4,27357.432
2834,2,41860.07
2835,2,19540.543
2838,2,39210.27
2840,2,71152.71
2841,3,36099.65
2842,2,38842.594
2843,2,49967.02
2845,6,35090.57
2846,4,13536.387
2848,1,33855.5
2849,3,26454.418
2856,5,48246.836
2861,1,17460.916
2864,5,39143.91
2866,2,35272.117
2873,2,33775.406
2874,4,75653.0
2877,4,72636.73
2878,3,74349.97
2883,3,107345.484
2886,2,85683.586
2893,3,74171.34
2901,5,18647.9
2902,3,77683.945
2906,2,81735.42
2908,6,25351.91
2910,3,42108.91
2911,2,93950.7
2912,5,80278.28
2914,3,77747.13
2915,1,65951.68
2916,2,79582.75
2919,2,22272.64
2920,8,22295.621
2929,6,36474.19
2930,2,80206.52
2932,3,67263.66
2939,4,26663.08
2943,5,57808.453
2944,2,25383.781
2952,4,44539.965
2956,1,11528.17
2957,5,13380.708
2962,4,49508.16
2963,2,42085.484
2965,2,53962.316
2967,6,89699.24
2968,2,37542.258
2976,2,36126.883
2982,2,29786.658
2984,4,64373.266
2987,2,75937.89
2991,2,30044.746
2995,3,83270.9
2998,4,31893.875
3000,3,78592.35
3005,3,92106.24
3007,5,11693.79
3008,4,46057.24
3011,4,26447.582
3015,4,64981.312
3016,6,60410.594
3021,5,19100.514
3022,2,20859.363
3025,2,9705.282
3026,2,15046.374
3034,6,31358.88
3035,1,27845.31
3036,2,29993.39
3037,4,19393.76
3040,1,27470.992
3041,4,15211.12
3043,3,13389.292
3044,3,26880.97
3047,1,30230.352
3053,3,17613.484
3055,3,44939.098
3059,5,52779.355
3059,6,27949.574
3066,3,62401.387
3068,1,52660.625
3070,6,32726.266
3073,8,24209.111
3075,2,30527.865
3076,3,19971.2
3077,3,40587.082
3078,5,44171.867
3084,9,7375.225
3086,4,80060.25
3091,2,43469.88
3095,1,21628.912
3095,2,18832.006
3100,4,32553.309
3102,4,54878.023
3121,2,44128.305
3132,2,22539.727
3137,3,37097.39
3146,2,25531.691
3146,4,52078.64
3154,4,33462.0
3157,4,35552.96
3165,6,19836.605
3168,3,23543.785
3173,3,95045.59
3177,2,47248.66
3181,5,17476.543
3191,6,44224.395
3193,7,27198.023
3194,4,39177.82
3200,2,36037.496
3201,4,70031.05
3206,2,7413.4185
3208,6,34437.39
3212,4,33863.984
3214,3,81602.16
3215,5,56786.656
3218,5,57943.992
3223,5,69494.87
3224,2,19976.783
3227,5,31033.89
3230,4,61697.35
3231,6,50259.844
3238,3,80544.87
3241,3,73002.555
3247,5,45485.27
3248,3,64668.65
3249,3,55763.26
3253,6,73085.55
3254,4,25544.736
3258,4,74231.77
3259,4,16369.392
3267,3,66491.49
3267,4,26065.473
3271,4,67787.1
3274,5,35124.332
3282,3,77336.164
3287,4,58382.348
3288,5,12995.201
3291,2,68976.32
3292,5,82893.98
3299,3,76794.62
3301,3,20131.445
3302,5,26732.094
3307,2,67589.68
3314,4,31365.373
3321,4,65848.7
3322,4,20663.967
3323,4,59970.19
3325,6,8754.226
3334,5,29373.57
3336,4,46374.57
3337,5,75296.336
3339,4,26242.176
3340,3,70004.76
3343,3,43313.797
3346,3,26554.484
3347,3,49167.48
3347,5,7960.4023
3354,2,82902.62
3356,4,47914.426
3357,5,44488.48
3360,2,74539.59
3365,4,62502.82
3366,1,10731.363
3367,7,10169.967
3368,8,63130.605
3371,1,35408.95
3372,7,28944.348
3377,3,79605.0
3382,6,35760.086
3384,2,19781.727
3387,3,27918.234
3389,7,69586.836
3392,3,55882.367
3394,4,27572.156
3408,5,21085.035
3420,4,86231.11
3437,4,34169.83
3441,7,16481.84
3442,3,51327.95
3447,2,31116.627
3448,2,81586.14
3449,3,45336.918
3450,2,26490.734
3458,3,61303.6
3462,8,79554.086
3465,3,80022.55
3467,2,73600.195
3473,4,30043.11
3475,3,7751.2183
3475,4,32020.75
3477,7,42276.12
3490,7,19285.518
3493,7,7233.233
3496,3,16491.783
3510,3,32015.432
3513,3,28767.352
3514,3,70073.31
3517,3,77087.875
3520,6,67627.72
3521,5,69321.42
3523,4,30652.393
3529,4,71995.87
3530,5,4080.0122
3533,4,17250.508
3534,4,67014.9
3536,8,32786.97
3545,6,17391.629
3547,3,70736.19
3552,2,66256.52
3553,4,35666.043
3555,3,73119.234
3557,2,82233.14
3558,3,13063.491
3559,2,82509.945
3560,9,16128.241
3562,5,29035.324
3563,4,36265.633
3565,7,26738.662
3566,3,42333.56
3570,2,89145.734
3573,5,78308.625
3574,4,26865.615
3575,6,43150.54
3576,5,16875.22
3578,2,74469.94
3581,1,20573.758
3582,3,22862.01
3583,4,33072.203
3593,4,57626.777
3594,4,21591.877
3599,3,26844.4
3601,3,22524.666
3602,5,12528.123
3608,5,10173.312
3614,5,26249.783
3619,8,28273.707
3627,4,62267.305
3629,2,40065.934
3634,4,39506.434
3635,4,64777.01
3639,5,21975.402
3640,6,70325.84
3641,2,67969.32
3642,4,69047.67
3644,4,78235.164
3646,5,24258.145
3649,6,39629.793
3650,3,50881.05
3651,3,18669.385
3652,5,96708.53
3653,5,77517.25
3654,2,47331.23
3655,6,13009.507
3659,5,42468.906
3662,3,77754.46
3663,5,78585.59
3685,2,62525.434
3691,3,62382.066
3692,5,58019.184
3707,1,21069.32
3708,4,56885.566
3710,4,55582.64
3718,4,56493.46
3725,4,24054.7
3726,3,51401.758
3729,2,30429.207
3731,5,76743.39
3733,3,50526.35
3737,3,79445.164
3742,4,71246.65
3744,5,12952.347
3745,6,75260.305
3753,6,76929.06
3754,3,89176.59
3755,8,51022.273
3757,4,21092.258
3759,3,78968.71
3765,4,17750.045
3767,4,17498.621
3768,2,45523.508
3774,4,79932.016
3779,5,32664.594
3783,2,49572.695
3787,11,9979.783
3788,2,49568.086
3789,6,22607.96
3790,6,19637.57
3797,3,53565.74
3816,3,36335.94
3827,1,51372.49
3828,6,21679.318
3830,4,36835.434
3831,5,23686.342
3833,5,33935.97
3835,3,35636.895
3836,4,53993.98
3837,3,99163.74
3839,5,33020.215
3840,4,68158.49
3842,3,3800.5571
3845,2,96734.85
3848,1,21088.73
3849,3,42608.766
3850,1,10728.738
3857,1,18955.701
3858,3,24595.396
3860,3,30928.832
3865,4,68247.88
3867,1,26336.926
3867,3,25890.191
3872,5,31234.969
3874,7,22486.582
3875,1,32314.416
3875,2,27781.873
3879,4,9513.516
3881,4,94235.36
3884,2,43956.188
3886,2,35416.668
3887,2,36062.84
3894,4,48194.758
3896,2,22523.742
3897,5,17865.6
3899,2,25576.4
3901,4,18465.625
3904,4,21449.836
3905,4,36795.094
3907,3,45056.805
3911,3,33874.457
3914,4,45680.906
3919,3,70887.516
3922,1,10069.658
3925,4,14194.523
3926,4,78410.22
3929,3,36371.11
3933,3,24639.914
3936,6,34822.664
3939,3,29133.205
3941,6,26936.674
3944,4,40162.2
3946,4,23593.637
3947,5,19252.348
3950,2,25946.65
3956,3,23768.545
3957,5,15327.401
3960,3,32275.266
3973,4,45463.926
3974,5,8812.129
3975,2,40878.03
3980,3,22709.746
3981,3,26600.215
3982,1,52874.83
3984,2,67441.1
3985,4,55409.156
3986,5,10951.868
3990,5,7032.615
3991,2,21135.121
3995,7,25769.236
4007,3,9191.457
4015,2,52202.27
4019,5,16492.633
4022,5,33132.355
4025,4,15664.042
4027,5,26706.03
4032,2,83241.9
4035,3,64488.11
4039,3,38233.9
4040,3,40275.336
4043,2,79835.94
4044,4,21333.807
4046,3,23379.37
4048,2,24419.422
4051,4,60211.133
4053,3,29109.01
4056,2,48435.895
4057,2,99269.56
4058,1,10249.007
4064,4,67078.055
4066,4,37243.59
4073,2,22015.74
4079,4,67040.34
4081,3,18576.803
4082,3,22964.504
4088,5,15111.695
4093,4,30735.086
4099,2,77099.41
4101,6,59460.84
4107,5,14513.558
4109,3,33421.676
4121,5,21369.543
4124,3,47203.145
4126,3,15483.167
4127,3,75094.8
4128,2,16733.562
4129,4,19017.387
4134,5,45006.938
4138,3,53548.355
4139,2,7211.435
4139,6,17147.742
4142,3,56764.555
4145,4,27330.662
4146,9,16700.611
4148,4,83436.98
4156,2,17704.824
4159,3,18095.084
4163,2,14853.53
4164,4,16734.531
4169,3,39886.633
4172,3,38223.484
4174,4,14469.312
4175,4,36176.527
4176,4,29150.865
4181,3,28275.402
4188,3,49672.18
4189,3,22402.307
4197,4,26793.73
4198,2,8958.317
4206,2,74390.92
4209,4,80309.94
4212,5,19538.486
4214,2,77242.84
4218,5,67087.68
4219,3,42146.695
4227,2,40686.477
4230,4,21508.521
4235,3,34564.94
4236,4,29138.46
4237,3,14403.319
4242,3,17935.086
4243,5,29021.244
4246,5,13514.08
4249,3,13094.973
4255,2,20673.975
4259,3,32889.33
4263,4,43146.348
4271,5,44111.5
4281,2,54294.645
4284,3,28725.232
4286,2,28673.01
4288,6,53310.14
4290,3,27943.865
4297,3,35925.395
4304,2,51342.258
4307,3,30726.404
4308,3,41987.273
4314,4,19143.057
4315,4,75655.19
4317,2,77745.93
4317,4,33874.18
4324,2,63089.062
4325,4,59653.684
4328,9,25769.205
4334,4,81555.11
4339,2,61384.973
4340,3,41725.7
4343,3,13805.718
4350,3,82722.77
4352,5,33838.484
4355,3,42318.316
4366,3,55751.816
4370,2,52052.004
4373,2,9558.558
4373,3,11038.8545
4377,3,62488.6
4379,5,36394.516
4381,2,24540.297
4385,2,23263.475
4387,4,25117.438
4392,3,43501.01
4405,3,25814.074
4406,3,36474.797
4409,3,17138.215
4410,3,27556.338
4414,3,43459.273
4418,3,43142.46
4426,2,41152.434
4438,4,4886.1587
4442,3,67936.3
4447,3,34421.414
4449,2,86056.234
4457,2,29540.84
4459,1,55106.27
4468,4,22763.332
4473,2,40124.094
4474,4,24651.912
4476,5,42949.777
4485,4,5683.468
4495,2,35309.258
4500,3,52590.3
4503,4,62393.45
4505,2,41633.848
4507,4,18480.629
4512,6,48083.59
4516,2,77318.305
4517,3,47883.434
4522,3,30799.482
4524,3,80280.59
4528,3,32270.756
4531,4,40465.77
4536,5,75312.27
4540,4,38255.83
4543,2,16258.921
4544,5,13989.095
4546,4,46259.574
4552,6,17565.027
4553,5,67824.52
4556,2,73921.03
4560,3,61651.633
4562,1,13600.72
4567,2,28076.568
4570,5,16429.148
4574,4,78776.016
4575,2,85588.125
4579,4,47526.508
4580,3,19266.377
4580,5,17681.926
4583,4,26739.568
4586,4,50653.117
4590,3,45460.543
4591,5,30593.965
4603,5,46022.54
4606,3,30253.793
4612,2,19372.959
4613,2,47600.74
4613,4,38652.367
4616,8,10771.293
4619,3,46607.01
4627,4,35784.113
4629,2,61732.06
4630,3,15237.978
4634,3,54910.273
4640,4,10454.6045
4641,2,18472.066
4641,4,33045.58
4642,2,61855.824
4645,2,82655.95
4651,3,79979.305
4657,3,44810.7
4659,4,44561.402
4661,4,27546.299
4664,3,15596.66
4667,2,20886.111
4671,2,21641.852
4678,2,68709.195
4682,3,40027.06
4687,3,25794.014
4689,2,27725.98
4690,5,56812.113
4691,1,22167.74
4692,2,21955.168
4695,5,23291.818
4696,4,17324.945
4697,10,52079.91
4698,3,41949.336
4699,3,28236.318
4701,3,28857.014
4706,3,22844.805
4709,1,41859.688
4709,3,63001.676
4711,4,50963.29
4715,6,54949.117
4721,3,69893.24
4724,6,36030.953
4725,4,26149.742
4726,2,32993.543
4727,1,29685.72
4729,2,36307.176
4731,4,29967.584
4733,3,35724.867
4734,2,35391.55
4734,4,12663.195
4737,3,43209.49
4738,1,30338.395
4740,3,72540.9
4755,3,20438.129
4759,3,30898.85
4761,3,46553.027
4762,4,23643.984
4763,4,22884.918
4768,2,63672.566
4778,4,82890.54
4780,2,19506.158
4784,4,50355.64
4790,7,18524.498
4795,3,51633.45
4796,3,79169.13
4806,3,18923.615
4808,2,31518.363
4810,2,5823.2524
4811,5,87479.45
4814,2,20719.455
4818,2,57017.203
4823,2,36765.152
4824,3,100458.41
4825,3,106043.586
4832,3,52640.65
4833,6,36377.95
4835,4,32118.281
4839,3,44136.008
4846,4,9429.144
4847,5,24819.717
4848,3,53379.887
4849,3,34105.324
4852,2,76379.72
4855,4,27776.002
4857,5,46172.973
4858,5,22982.521
4860,3,72778.75
4865,6,24311.365
4866,3,29279.48
4867,4,16069.128
4871,2,40263.152
4879,3,83526.305
4889,4,58327.81
4894,2,58254.957
4900,4,25195.004
4920,2,26815.572
4922,2,28310.36
4929,2,59126.184
4934,3,95010.78
4940,2,28594.729
4950,2,22878.432
4951,2,18071.527
4955,2,404.47916
4960,1,21116.764
4961,4,56486.01
4963,3,36952.92
4964,3,52304.598
4970,1,24789.982
4982,3,55927.504
